movie_title,genres,title_year,imdb_score,actor_1_name,actor_2_name,actor_3_name,language,country
Dylan Dog: Dead of Night ,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,2010,5.1,Marco St. John,Laura Spencer,Anita Briem,English,USA
People I Know ,Crime|Drama|Mystery,2002,5.5,Al Pacino,Richard Schiff,Mark Webber,English,USA
The Doombolt Chase             ,Drama|Family,,7.2,Peter Vaughan,George Coulouris,Ewen Solon,English,UK
The Tempest ,Comedy|Drama|Fantasy|Romance,2010,5.4,Djimon Hounsou,Reeve Carney,Tom Conti,English,USA
Regression ,Crime|Drama|Mystery|Thriller,2015,5.7,Emma Watson,Aaron Ashmore,Julian Richings,English,Spain
The Touch ,Romance|Short,2007,5.2,Necar Zadegan,Traci Dinwiddie,Elea Oberon,English,USA
Three Kingdoms: Resurrection of the Dragon ,Action|Drama|History|War,2008,6.2,Andy Lau,Sammo Kam-Bo Hung,Andy On,Mandarin,China
Shattered ,Crime|Drama|Thriller,2007,6.7,Gerard Butler,Nicholas Lea,Callum Rennie,English,UK
Zambezia ,Adventure|Animation|Comedy|Family,2012,5.8,Leonard Nimoy,Phil LaMarr,Noureen DeWulf,English,South Africa
Ramanujan ,Biography|Drama|History,2014,7,Mani Bharathi,Michael Lieber,Kevin McGowan,English,India
Dwegons and Leprechauns ,Animation,2014,4.8,Joey D. Vieira,Maggie Wheeler,Jacqueline Lovell,English,USA
Hands of Stone ,Action|Biography|Drama|Sport,2016,7.2,Robert De Niro,Jurnee Smollett-Bell,Edgar Ramírez,English,Panama
Survivor ,Action|Crime|Thriller,2015,5.6,Milla Jovovich,Roger Rees,Robert Forster,English,USA
The Frozen Ground ,Crime|Drama|Mystery|Thriller,2013,6.4,Nicolas Cage,Radha Mitchell,Jodi Lyn O'Keefe,English,USA
The Painted Veil ,Drama|Romance,2006,7.5,Toby Jones,Sally Hawkins,Alan David,Mandarin,China
The Baader Meinhof Complex ,Action|Biography|Crime|Drama,2008,7.4,Moritz Bleibtreu,Alexandra Maria Lara,Martina Gedeck,German,Germany
Dances with Wolves ,Adventure|Drama|Western,1990,8,Mary McDonnell,Michael Spears,Maury Chaykin,English,USA
Bad Teacher ,Comedy,2011,5.7,Justin Timberlake,John Michael Higgins,Phyllis Smith,English,USA
Sea of Love ,Crime|Drama|Mystery|Thriller,1989,6.8,Al Pacino,Michael O'Neill,Ellen Barkin,English,USA
A Cinderella Story ,Comedy|Family|Romance,2004,5.9,Dan Byrd,Lin Shaye,Julie Gonzalo,English,USA
Scream ,Horror|Mystery,1996,7.2,David Arquette,W. Earl Brown,Roger Jackson,English,USA
Thir13en Ghosts ,Horror,2001,5.5,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,English,USA
The Shining ,Drama|Horror,1980,8.4,Scatman Crothers,Shelley Duvall,Joe Turkel,English,USA
Back to the Future ,Adventure|Comedy|Sci-Fi,1985,8.5,Lea Thompson,Thomas F. Wilson,J.J. Cohen,English,USA
House on Haunted Hill ,Horror|Mystery|Thriller,1999,5.6,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,English,USA
I Can Do Bad All by Myself ,Comedy|Drama,2009,4.1,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,English,USA
Fight Valley ,Action|Drama,2016,5,Kari J. Kramer,Erin O'Brien,Cabrina Collesides,English,USA
The Switch ,Comedy|Drama|Romance,2010,6.1,Caroline Dhavernas,Scott Elrod,Kelli Barrett,English,USA
Just Married ,Comedy|Romance,2003,5.4,Taran Killam,David Agranov,David Moscow,English,USA
The Devil's Double ,Biography|Drama|Thriller,2011,7.1,Mem Ferda,Dominic Cooper,Ludivine Sagnier,English,Belgium
"Gone, Baby, Gone             ",Comedy|Drama|Reality-TV|Romance,,6.6,Nicole 'Snooki' Polizzi,Jenni 'Jwoww' Farley,Paul 'Pauly D' DelVecchio,English,
Thomas and the Magic Railroad ,Adventure|Comedy|Drama|Family|Fantasy,2000,3.6,Mara Wilson,Colm Feore,Peter Fonda,English,UK
The Crazies ,Horror|Thriller,2010,6.5,Radha Mitchell,Glenn Morshower,John Aylward,English,USA
Spirited Away ,Adventure|Animation|Family|Fantasy,2001,8.6,Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino,Japanese,Japan
Firestorm ,Action|Crime|Thriller,2013,6.2,Andy Lau,Michael Wong,Terence Yin,Mandarin,China
The Bounty ,Action|Adventure|Drama|History|Romance,1984,7,Liam Neeson,Anthony Hopkins,Laurence Olivier,English,UK
The Book Thief ,Drama|War,2013,7.6,Emily Watson,Sophie Nélisse,Roger Allam,English,USA
Sex Drive ,Adventure|Comedy|Romance,2008,6.5,Katrina Bowden,Michael Cudlitz,Alice Greczyn,English,USA
Leap Year ,Comedy|Romance,2010,6.4,Adam Scott,Kaitlin Olson,Dominique McElligott,English,USA
The Fall of the Roman Empire ,Drama|History|War,1964,6.7,James Mason,Mel Ferrer,Stephen Boyd,English,USA
Take Me Home Tonight ,Comedy|Drama|Romance,2011,6.3,Topher Grace,Michael Biehn,Dan Fogler,English,USA
Won't Back Down ,Drama,2012,6.4,Holly Hunter,Rosie Perez,Dante Brown,English,USA
The Nutcracker ,Family|Fantasy|Music,1993,5.7,Darci Kistler,Kyra Nichols,Margaret Tracey,English,USA
Kansas City ,Crime|Drama|Music|Thriller,1996,6.3,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson,English,France
Indignation ,Drama,2016,7.8,Logan Lerman,Sarah Gadon,Tracy Letts,Hebrew,USA
The Amityville Horror ,Drama|Horror|Mystery|Thriller,2005,6,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,English,USA
Adaptation. ,Comedy|Drama,2002,7.7,Nicolas Cage,Meryl Streep,Roger Willie,English,USA
Land of the Dead ,Horror,2005,6.2,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,English,Canada
Out of Inferno ,Action,2013,5.7,Louis Koo,Angelica Lee,Ching Wan Lau,Chinese,China
Fear and Loathing in Las Vegas ,Adventure|Comedy|Drama,1998,7.7,Johnny Depp,Michael Jeter,Ellen Barkin,English,USA
The Invention of Lying ,Comedy|Fantasy|Romance,2009,6.4,Jennifer Garner,Tina Fey,Martin Starr,English,USA
Neighbors ,Comedy,2014,6.4,Craig Roberts,Carla Gallo,Ike Barinholtz,English,USA
The Mask ,Action|Comedy|Crime|Fantasy,1994,6.9,Peter Greene,Amy Yasbeck,Reg E. Cathey,English,USA
Big ,Comedy|Drama|Family|Fantasy|Romance,1988,7.3,Tom Hanks,Jon Lovitz,John Heard,English,USA
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Comedy,2006,7.3,Luenell,Ken Davitian,Chester,English,USA
Legally Blonde ,Comedy|Romance,2001,6.2,Linda Cardellini,Raquel Welch,Alanna Ubach,English,USA
Star Trek III: The Search for Spock ,Action|Adventure|Sci-Fi,1984,6.6,Leonard Nimoy,Nichelle Nichols,Walter Koenig,English,USA
The Exorcism of Emily Rose ,Drama|Horror|Thriller,2005,6.7,Tom Wilkinson,Colm Feore,JR Bourne,English,USA
Deuce Bigalow: Male Gigolo ,Comedy|Romance,1999,5.7,Amy Poehler,Eddie Griffin,Bree Turner,English,USA
Left Behind ,Action|Drama|Fantasy|Mystery|Thriller,2014,3.1,Nicolas Cage,Lea Thompson,Quinton Aaron,English,USA
The Family Stone ,Comedy|Drama|Romance,2005,6.3,Craig T. Nelson,Paul Schneider,Tyrone Giordano,English,USA
Barbershop 2: Back in Business ,Comedy|Drama,2004,5.7,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,English,USA
Bad Santa ,Comedy|Crime|Drama,2003,7.1,Bernie Mac,Tony Cox,Alex Borstein,English,USA
Austin Powers: International Man of Mystery ,Comedy|Crime,1997,7,Will Ferrell,Charles Napier,Robert Wagner,English,USA
My Big Fat Greek Wedding 2 ,Comedy|Family|Romance,2016,6.1,Nia Vardalos,Louis Mandylor,Joey Fatone,English,USA
Diary of a Wimpy Kid: Rodrick Rules ,Comedy|Family,2011,6.6,Zachary Gordon,Rachael Harris,Fran Kranz,English,USA
Predator ,Action|Horror|Sci-Fi,1987,7.8,Shane Black,Bill Duke,Carl Weathers,English,USA
Amadeus ,Biography|Drama|History|Music,1984,8.3,Jeffrey Jones,F. Murray Abraham,Tom Hulce,English,USA
Prom Night ,Horror|Mystery,2008,3.9,Ming-Na Wen,Scott Porter,Collins Pennie,English,USA
Mean Girls ,Comedy,2004,7,Tina Fey,Amy Poehler,Neil Flynn,English,USA
Under the Tuscan Sun ,Comedy|Drama|Romance,2003,6.7,Raoul Bova,Lindsay Duncan,Mario Monicelli,English,USA
Gosford Park ,Drama|Mystery,2001,7.3,Kristin Scott Thomas,Bob Balaban,Tom Hollander,English,UK
The O.C.             ,Comedy|Drama|Romance,,7.5,Peter Gallagher,Melinda Clarke,Tate Donovan,English,USA
Peggy Sue Got Married ,Comedy|Drama|Fantasy|Romance,1986,6.3,Nicolas Cage,Kathleen Turner,Joan Allen,English,USA
Birdman or (The Unexpected Virtue of Ignorance) ,Comedy|Drama|Romance,2014,7.8,Emma Stone,Naomi Watts,Merritt Wever,English,USA
Blue Jasmine ,Drama,2013,7.3,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,English,USA
United 93 ,Drama|History|Thriller,2006,7.6,Christian Clemenson,David Alan Basche,Susan Blommaert,English,USA
Honey ,Drama|Music|Romance,2003,5.3,Christian Monzon,Mekhi Phifer,Romeo Miller,English,USA
Glory ,Drama|History|War,1989,7.9,Denzel Washington,Morgan Freeman,Matthew Broderick,English,USA
Spy Hard ,Action|Comedy,1996,5.3,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,English,USA
The Fog ,Fantasy|Horror,1980,6.8,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,English,USA
Soul Surfer ,Biography|Drama|Family|Sport,2011,7.1,Dennis Quaid,Chris Brochu,Craig T. Nelson,English,USA
Catch-22 ,Comedy|Drama|War,1970,7.2,Bob Newhart,Bob Balaban,Martin Balsam,English,USA
Observe and Report ,Comedy|Crime|Drama,2009,5.8,Collette Wolfe,Celia Weston,Dan Bakkedahl,English,USA
Conan the Destroyer ,Action|Adventure|Fantasy,1984,5.8,Mako,Olivia d'Abo,Grace Jones,English,USA
Raging Bull ,Biography|Drama|Sport,1980,8.3,Robert De Niro,Cathy Moriarty,Frank Vincent,English,USA
Love Happens ,Drama|Romance,2009,5.6,Judy Greer,Sasha Alexander,Frances Conroy,English,USA
Young Sherlock Holmes ,Adventure|Fantasy|Mystery|Thriller,1985,6.8,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,English,USA
Fame ,Comedy|Drama|Musical|Romance,2009,5,Kelsey Grammer,Kay Panabaker,Megan Mullally,English,USA
127 Hours ,Adventure|Biography|Drama|Thriller,2010,7.6,James Franco,Treat Williams,Kate Burton,English,USA
Small Time Crooks ,Comedy|Crime,2000,6.7,Woody Allen,Jon Lovitz,Michael Rapaport,English,USA
Center Stage ,Drama|Music|Romance,2000,6.7,Amanda Schull,Susan May Pratt,Ethan Stiefel,English,USA
Love the Coopers ,Comedy,2015,5.7,Olivia Wilde,Alex Borstein,Timothée Chalamet,English,USA
Catch That Kid ,Comedy|Crime,2004,5.2,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,English,USA
Life as a House ,Drama,2001,7.5,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,English,USA
Steve Jobs ,Biography|Drama,2015,7.2,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,English,UK
"I Love You, Beth Cooper ",Comedy|Romance,2009,5.3,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,English,Canada
Youth in Revolt ,Comedy|Drama|Romance,2009,6.5,Steve Buscemi,Ari Graynor,Fred Willard,English,USA
The Legend of the Lone Ranger ,Action|Adventure|Western,1981,5,Jason Robards,Richard Farnsworth,Michael Horse,English,USA
The Tailor of Panama ,Drama|Thriller,2001,6.1,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,English,USA
Blow Out ,Mystery|Thriller,1981,7.4,Nancy Allen,Dennis Franz,John McMartin,English,USA
Getaway ,Action|Crime|Thriller,2013,4.4,Rebecca Budig,Paul Freeman,Bruce Payne,English,USA
The Ice Storm ,Drama,1997,7.5,Joan Allen,Kate Burton,Henry Czerny,English,USA
And So It Goes ,Comedy|Drama|Romance,2014,5.7,Yaya DaCosta,Annie Parisse,Frankie Valli,English,USA
Troop Beverly Hills ,Adventure|Comedy,1989,5.5,Craig T. Nelson,Shelley Long,Kellie Martin,English,USA
Being Julia ,Comedy|Drama|Romance,2004,7.1,Miriam Margolyes,Shaun Evans,Juliet Stevenson,English,Canada
9½ Weeks ,Drama|Romance,1986,5.9,David Margulies,Karen Young,Kim Chan,English,USA
Dragonslayer ,Action|Adventure|Fantasy,1981,6.7,Ian McDiarmid,Ralph Richardson,Albert Salmi,English,USA
The Last Station ,Biography|Drama|Romance,2009,7,David Masterson,Kerry Condon,Anne-Marie Duff,English,Germany
Ed Wood ,Biography|Comedy|Drama,1994,7.9,Johnny Depp,Bill Murray,Martin Landau,English,USA
Labor Day ,Drama,2013,6.9,J.K. Simmons,Kate Winslet,Brooke Smith,English,USA
Mongol: The Rise of Genghis Khan ,Adventure|Biography|Drama|History|War,2007,7.3,Tadanobu Asano,Khulan Chuluun,Honglei Sun,Mongolian,Russia
RocknRolla ,Action|Crime|Thriller,2008,7.3,Tom Hardy,Gerard Butler,Tom Wilkinson,English,UK
Megaforce ,Action|Sci-Fi,1982,3.5,Barry Bostwick,Michael Beck,Henry Silva,English,USA
Hamlet ,Drama,1996,7.8,Julie Christie,Brian Blessed,Richard Briers,English,UK
Mao's Last Dancer ,Biography|Drama|Music|Romance,2009,7.4,Bruce Greenwood,Suzie Steen,Aden Young,English,Australia
Midnight Special ,Adventure|Drama|Sci-Fi|Thriller,2016,6.7,Kirsten Dunst,Sam Shepard,Paul Sparks,English,Greece
Anything Else ,Comedy|Romance,2003,6.4,Woody Allen,Stockard Channing,Fisher Stevens,English,USA
The Railway Man ,Biography|Drama|Romance|War,2013,7.1,Jeremy Irvine,Colin Firth,Sam Reid,English,Australia
Unforgettable             ,Drama|Mystery,,6.7,Poppy Montgomery,Dylan Walsh,Dallas Roberts,,USA
The White Ribbon ,Drama|Mystery,2009,7.8,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,German,Germany
Restoration ,Horror,2016,4,Zack Ward,Anna Harr,James Cullen Bressack,English,USA
The Wraith ,Action|Horror|Romance|Sci-Fi|Thriller,1986,5.9,Clint Howard,Randy Quaid,Nick Cassavetes,English,USA
The Salton Sea ,Crime|Drama|Mystery|Thriller,2002,7.2,Adam Goldberg,Meat Loaf,Anthony LaPaglia,English,USA
Metallica Through the Never ,Music,2013,7.2,James Hetfield,Mackenzie Gray,Lars Ulrich,English,USA
The Informers ,Crime|Drama|Thriller,2008,5.1,Austin Nichols,Brad Renfro,Lou Taylor Pucci,English,Germany
Carlos             ,Biography|Crime|Drama|Thriller,,7.7,Edgar Ramírez,Nora von Waldstätten,Katharina Schüttler,English,France
I Come with the Rain ,Thriller,2009,5.5,Takuya Kimura,Simón Andreu,Shawn Yue,English,France
One Man's Hero ,Action|Drama|History|Romance|War|Western,1999,6.2,Tom Berenger,Joaquim de Almeida,Mark Moses,English,Spain
Day of the Dead ,Horror,1985,7.2,Greg Nicotero,John Amplas,Joseph Pilato,English,USA
I Am Wrath ,Action|Crime|Drama|Thriller,2016,5.2,Sam Trammell,Rebecca De Mornay,Amanda Schull,English,USA
Renaissance ,Action|Animation|Sci-Fi|Thriller,2006,6.7,Romola Garai,Catherine McCormack,Kevork Malikyan,English,France
Forsaken ,Drama|Western,2015,6.3,Demi Moore,Landon Liboiron,Michael Wincott,English,Canada
Red Sonja ,Action|Adventure|Fantasy,1985,5,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,English,Netherlands
Red Lights ,Drama|Horror|Mystery|Thriller,2012,6.2,Robert De Niro,Toby Jones,Craig Roberts,English,Spain
Superbad ,Comedy,2007,7.6,Emma Stone,Joe Lo Truglio,Kevin Corrigan,English,USA
Madea Goes to Jail ,Comedy|Crime|Drama,2009,4.1,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,English,USA
Wolves ,Action|Horror,2014,5.3,Jason Momoa,Jennifer Hale,Stephen McHattie,English,France
Step Up 2: The Streets ,Drama|Music|Musical|Romance,2008,6.2,Cassie Ventura,Mari Koda,Luis Rosado,English,USA
Hoodwinked! ,Action|Animation|Comedy|Crime|Family,2005,6.5,Anne Hathaway,Chazz Palminteri,Jim Belushi,English,USA
Hotel Rwanda ,Drama|History|War,2004,8.1,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,English,UK
Hitman ,Action|Crime|Drama|Thriller,2007,6.3,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,English,France
Black Nativity ,Drama|Family|Music|Musical,2013,4.4,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,English,USA
The Prince ,Action|Thriller,2014,4.6,Bruce Willis,50 Cent,Jessica Lowndes,English,USA
City of Ghosts ,Crime|Drama|Thriller,2002,6,Kirk Fox,Shawn Andrews,Rob Campbell,English,USA
The Others ,Fantasy|Horror|Thriller,2001,7.6,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,English,USA
Aliens ,Action|Adventure|Sci-Fi,1986,8.4,Michael Biehn,Carrie Henn,Jenette Goldstein,English,USA
My Fair Lady ,Drama|Family|Musical|Romance,1964,7.9,Jeremy Brett,Rex Harrison,Theodore Bikel,English,USA
I Know What You Did Last Summer ,Horror|Mystery|Thriller,1997,5.6,Muse Watson,Sarah Michelle Gellar,Anne Heche,English,USA
Let's Be Cops ,Comedy,2014,6.5,Rob Riggle,Damon Wayans Jr.,James D'Arcy,English,USA
Sideways ,Adventure|Comedy|Drama|Romance,2004,7.5,Virginia Madsen,Patrick Gallagher,M.C. Gainey,English,USA
Beerfest ,Comedy,2006,6.3,Chris Moss,Owain Yeoman,Jay Chandrasekhar,English,USA
Halloween ,Horror|Thriller,1978,7.9,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,English,USA
Hero ,Action|Adventure|History,2002,7.9,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,Mandarin,China
Good Boy! ,Comedy|Drama|Family|Fantasy|Sci-Fi,2003,5.1,Liam Aiken,Molly Shannon,Kevin Nealon,English,USA
The Best Man Holiday ,Comedy|Drama,2013,6.7,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,English,USA
Smokin' Aces ,Action|Crime|Drama|Thriller,2006,6.7,Ryan Reynolds,Common,Alex Rocco,English,UK
Saw 3D: The Final Chapter ,Horror|Mystery,2010,5.6,Costas Mandylor,Gina Holden,Betsy Russell,English,Canada
40 Days and 40 Nights ,Comedy|Romance,2002,5.6,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,English,USA
TRON: Legacy ,Action|Adventure|Sci-Fi,2010,6.8,Jeff Bridges,Olivia Wilde,James Frain,English,USA
A Night at the Roxbury ,Comedy|Music|Romance,1998,6.2,Will Ferrell,Chris Kattan,Dan Hedaya,English,USA
Beastly ,Drama|Fantasy|Romance,2011,5.6,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,English,USA
The Hills Have Eyes ,Horror,2006,6.4,Dan Byrd,Greg Nicotero,Vinessa Shaw,English,USA
Dickie Roberts: Former Child Star ,Comedy,2003,5.6,Kevin Grevioux,Jenna Boyd,Mary McCormack,English,USA
"McFarland, USA ",Biography|Drama|Sport,2015,7.4,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,English,USA
Lottery Ticket ,Comedy,2010,4.9,Brandon T. Jackson,Loretta Devine,Shad Moss,English,USA
ATL ,Comedy|Crime|Drama|Music|Romance,2006,6,T.I.,Adam Boyer,Malika,English,USA
Pitch Perfect ,Comedy|Music|Romance,2012,7.2,Anna Kendrick,Hana Mae Lee,Ben Platt,English,USA
Summer Catch ,Comedy|Drama|Romance|Sport,2001,4.9,Marc Blucas,Brian Dennehy,Bruce Davison,English,USA
A Simple Plan ,Crime|Drama|Thriller,1998,7.5,Gary Cole,Bridget Fonda,Chelcie Ross,English,UK
They ,Horror|Mystery|Thriller,2002,4.8,Alexander Gould,Ethan Embry,Marc Blucas,English,USA
Larry the Cable Guy: Health Inspector ,Comedy|Romance,2006,3.1,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,English,USA
The Adventures of Elmo in Grouchland ,Adventure|Comedy|Family|Fantasy|Musical,1999,5.8,Vanessa Williams,Kevin Clash,Caroll Spinney,English,USA
Brooklyn's Finest ,Crime|Drama|Thriller,2009,6.7,Don Cheadle,Lili Taylor,Armando Riesco,English,USA
55 Days at Peking ,Action|Adventure|Drama|History|War,1963,6.8,Ava Gardner,David Niven,John Ireland,English,USA
Evil Dead ,Horror,2013,6.5,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,English,USA
My Life in Ruins ,Comedy|Romance,2009,5.9,Nia Vardalos,Harland Williams,Rachel Dratch,English,USA
American Dreamz ,Comedy|Music,2006,5.5,Judy Greer,Dennis Quaid,Chris Klein,English,USA
Superman IV: The Quest for Peace ,Action|Adventure|Family|Sci-Fi,1987,3.6,Jim Broadbent,Margot Kidder,William Hootkins,English,UK
How She Move ,Drama,2007,3.3,DeRay Davis,Clé Bennett,Conrad Coates,English,Canada
Running Scared ,Action|Crime|Drama|Thriller,2006,7.4,Paul Walker,Chazz Palminteri,Ivana Milicevic,English,Germany
Bobby Jones: Stroke of Genius ,Biography|Drama|Romance|Sport,2004,6.7,Aidan Quinn,Jeremy Northam,Paul Freeman,English,USA
Shanghai Surprise ,Adventure|Crime|Drama|Romance,1986,3,Victor Wong,Paul Freeman,Clyde Kusatsu,English,UK
The Illusionist ,Drama|Mystery|Romance|Thriller,2006,7.6,Rufus Sewell,Eddie Marsan,Jake Wood,English,USA
Roar ,Adventure|Horror|Thriller,1981,6.4,Tippi Hedren,Melanie Griffith,Zakes Mokae,English,USA
Veronica Guerin ,Biography|Crime|Drama|Thriller,2003,6.9,Brenda Fricker,David Murray,Gerard McSorley,English,Ireland
Escobar: Paradise Lost ,Crime|Drama|Romance|Thriller,2014,6.6,Josh Hutcherson,Brady Corbet,Carlos Bardem,English,France
Southland Tales ,Comedy|Mystery|Sci-Fi|Thriller,2006,5.5,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,English,France
Dragon Hunters ,Adventure|Animation|Family|Fantasy,2008,6.6,Rob Paulsen,Jess Harnell,Mary Mouser,French,France
Damnation Alley ,Sci-Fi,1977,5.2,George Peppard,Jan-Michael Vincent,Paul Winfield,English,USA
The Apparition ,Horror|Thriller,2012,4.1,Julianna Guill,Rick Gomez,Tim Williams,English,USA
My Girl ,Comedy|Drama|Family|Romance,1991,6.8,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,English,USA
Fur: An Imaginary Portrait of Diane Arbus ,Biography|Drama|Romance,2006,6.5,Robert Downey Jr.,Ty Burrell,Matt Servitto,English,USA
The Illusionist ,Drama|Mystery|Romance|Thriller,2006,7.6,Rufus Sewell,Eddie Marsan,Jake Wood,English,USA
Wall Street ,Crime|Drama,1987,7.4,Hal Holbrook,Tamara Tunie,James Karen,English,USA
Sense and Sensibility ,Drama|Romance,1995,7.7,Alan Rickman,Kate Winslet,Tom Wilkinson,English,USA
Becoming Jane ,Biography|Drama|Romance,2007,7.1,Anne Hathaway,Julie Walters,Laurence Fox,English,UK
Sydney White ,Comedy|Romance,2007,6.3,Danny Strong,Matt Long,Samm Levine,English,USA
House of Sand and Fog ,Drama,2003,7.6,Frances Fisher,Kim Dickens,Ron Eldard,English,USA
Dead Poets Society ,Comedy|Drama,1989,8,Robin Williams,Josh Charles,Kurtwood Smith,English,USA
Dumb & Dumber ,Comedy,1994,7.3,Lauren Holly,Mike Starr,Teri Garr,English,USA
When Harry Met Sally... ,Comedy|Drama|Romance,1989,7.6,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,English,USA
The Verdict ,Drama,1982,7.8,Charlotte Rampling,James Mason,Jack Warden,English,USA
Road Trip ,Comedy,2000,6.5,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,English,USA
Varsity Blues ,Comedy|Drama|Romance|Sport,1999,6.4,Paul Walker,Ron Lester,Mark Walters,English,USA
The Artist ,Comedy|Drama|Romance,2011,8,Bérénice Bejo,Ed Lauter,Beth Grant,English,France
The Unborn ,Drama|Fantasy|Horror|Mystery|Thriller,2009,4.8,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,English,USA
Moonrise Kingdom ,Adventure|Comedy|Drama|Romance,2012,7.8,Bruce Willis,Bill Murray,Bob Balaban,English,USA
The Texas Chainsaw Massacre: The Beginning ,Horror,2006,5.9,Matt Bomer,Jordana Brewster,Lew Temple,English,USA
The Young Messiah ,Drama,2016,5.4,Clive Russell,Vincent Walsh,Finn Ireland,English,USA
The Master of Disguise ,Comedy|Family,2002,3.3,Jennifer Esposito,Kenan Thompson,James Brolin,English,USA
Pan's Labyrinth ,Drama|Fantasy|War,2006,8.2,Ivana Baquero,Maribel Verdú,Sergi López,Spanish,Spain
The Messengers             ,Drama|Fantasy|Mystery|Thriller,,6.6,Joel Courtney,Jessika Van,Riley Smith,English,USA
See Spot Run ,Action|Comedy|Crime|Family,2001,5.4,Leslie Bibb,Angus T. Jones,Paul Sorvino,English,USA
Baby Boy ,Crime|Drama|Romance|Thriller,2001,6.4,Mo'Nique,Snoop Dogg,Angell Conwell,English,USA
The Roommate ,Drama|Horror|Thriller,2011,4.8,Leighton Meester,Danneel Ackles,Frances Fisher,English,USA
Joe Dirt ,Adventure|Comedy|Drama,2001,5.9,Brittany Daniel,Erik Per Sullivan,Fred Ward,English,USA
Double Impact ,Action|Crime,1991,5.5,Bolo Yeung,Alonna Shaw,Kamel Krifa,English,USA
Hot Fuzz ,Action|Comedy|Mystery,2007,7.9,Bill Bailey,Joe Cornish,Billie Whitelaw,English,UK
The Women ,Comedy|Drama,2008,4.9,Jada Pinkett Smith,Debi Mazar,Debra Messing,English,USA
Vicky Cristina Barcelona ,Drama|Romance,2008,7.2,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,English,Spain
Arn: The Knight Templar ,Action|Adventure|Drama|Romance|War,2007,6.6,Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,Swedish,Sweden
Bad Moms ,Comedy,2016,6.7,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,English,USA
Boys and Girls ,Comedy|Drama|Romance,2000,5.3,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,English,USA
White Oleander ,Drama,2002,7.2,Patrick Fugit,Cole Hauser,Marc Donato,English,USA
Jennifer's Body ,Comedy|Fantasy|Horror,2009,5.1,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,English,USA
Drowning Mona ,Comedy|Crime|Mystery,2000,5.6,Will Ferrell,Jamie Lee Curtis,Tracey Walter,English,USA
Radio Days ,Comedy,1987,7.6,Mike Starr,Don Pardo,Julie Kavner,English,USA
Left Behind ,Action|Drama|Fantasy|Mystery|Thriller,2014,3.1,Nicolas Cage,Lea Thompson,Quinton Aaron,English,USA
Remember Me ,Drama|Romance,2010,7.2,Robert Pattinson,Lena Olin,Ruby Jerins,English,USA
How to Deal ,Comedy|Drama|Romance,2003,5.7,Dylan Baker,Alexandra Holden,Trent Ford,English,USA
My Stepmother Is an Alien ,Comedy|Romance|Sci-Fi,1988,5.2,Jon Lovitz,Alyson Hannigan,Tony Jay,English,USA
Philadelphia ,Drama,1993,7.7,Denzel Washington,Tom Hanks,Jason Robards,English,USA
